image,box_index,class_id,number_candidate,word_candidate,final_text,final_type,final_score
1628.jpg,1,62,,,,,
1628.jpg,2,20,,,,,
1628.jpg,ALL,N/A,,,N/A,summary,N/A
361.jpg,1,49,,,,,
361.jpg,2,10,,,,,
361.jpg,3,18,,,,,
361.jpg,4,3,,,,,
361.jpg,5,9,,,,,
361.jpg,6,1,,,,,
361.jpg,7,7,,,,,
361.jpg,8,8,,,,,
361.jpg,9,6,,,,,
361.jpg,ALL,N/A,,,N/A,summary,N/A
1845.jpg,1,73,১,মৌলভীবাজার,১,number,99.36
1845.jpg,2,20,,,,,
1845.jpg,3,1,১,,১,number,99.98
1845.jpg,4,1,১,,১,number,100.00
1845.jpg,5,2,২,,২,number,99.91
1845.jpg,6,8,৮,,৮,number,99.03
1845.jpg,7,4,,,,,
1845.jpg,8,4,,,,,
1845.jpg,ALL,N/A,১,মৌলভীবাজার,মৌলভীবাজার ১,summary,N/A
329.jpg,1,49,,,,,
329.jpg,2,10,,,,,
329.jpg,3,18,,,,,
329.jpg,4,2,,,,,
329.jpg,5,7,,,,,
329.jpg,6,2,,,,,
329.jpg,7,4,,,,,
329.jpg,8,7,,,,,
329.jpg,9,9,,,,,
329.jpg,ALL,N/A,,,N/A,summary,N/A
1944.jpg,1,63,,খুলনা,খুলনা,word,82.58
1944.jpg,2,10,,মেট্রো,মেট্রো,word,91.20
1944.jpg,3,19,,,,,
1944.jpg,4,0,,,,,
1944.jpg,5,5,৫,,৫,number,45.70
1944.jpg,6,0,,,,,
1944.jpg,7,0,০,,০,number,25.60
1944.jpg,8,0,,,,,
1944.jpg,9,4,,,,,
1944.jpg,ALL,N/A,৫,খুলনা,খুলনা ৫,summary,N/A
2131.jpg,1,49,,ঢাকা,ঢাকা,word,90.63
2131.jpg,2,10,,মেট্রো,মেট্রো,word,90.69
2131.jpg,3,18,,,,,
2131.jpg,4,1,,,,,
2131.jpg,5,2,,,,,
2131.jpg,6,7,৭,,৭,number,74.61
2131.jpg,7,3,,,,,
2131.jpg,8,3,,,,,
2131.jpg,9,3,,,,,
2131.jpg,ALL,N/A,৭,ঢাকা,ঢাকা ৭,summary,N/A
809.jpg,1,39,,বরিশাল,বরিশাল,word,74.59
809.jpg,2,10,,মেট্রো,মেট্রো,word,97.14
809.jpg,3,20,,,,,
809.jpg,4,1,,,,,
809.jpg,5,1,১,,১,number,96.24
809.jpg,6,1,,,,,
809.jpg,7,3,,,,,
809.jpg,8,3,,,,,
809.jpg,9,2,২,,২,number,41.84
809.jpg,ALL,N/A,১,বরিশাল,বরিশাল ১,summary,N/A
40.jpeg,1,49,,,,,
40.jpeg,2,10,,,,,
40.jpeg,3,31,,,,,
40.jpeg,4,1,,,,,
40.jpeg,5,5,,,,,
40.jpeg,6,5,,,,,
40.jpeg,7,5,,,,,
40.jpeg,8,4,,,,,
40.jpeg,9,3,,,,,
40.jpeg,ALL,N/A,,,N/A,summary,N/A
996.jpg,1,54,,,,,
996.jpg,2,25,,,,,
996.jpg,3,1,,,,,
996.jpg,4,1,১,,১,number,99.76
996.jpg,5,2,,,,,
996.jpg,6,6,,,,,
996.jpg,7,7,৭,,৭,number,37.25
996.jpg,8,3,,,,,
996.jpg,ALL,N/A,১,,১,summary,N/A
2530.jpg,1,53,,গাইবান্ধা,গাইবান্ধা,word,96.35
2530.jpg,2,20,,,,,
2530.jpg,3,1,১১,,১১,number,51.38
2530.jpg,4,2,,,,,
2530.jpg,5,8,,,,,
2530.jpg,6,2,,,,,
2530.jpg,7,1,,,,,
2530.jpg,8,1,,,,,
2530.jpg,ALL,N/A,১১,গাইবান্ধা,গাইবান্ধা ১১,summary,N/A
848.jpg,1,87,,,,,
848.jpg,2,10,,মেট্রো,মেট্রো,word,60.83
848.jpg,3,29,,,,,
848.jpg,4,1,১,,১,number,99.98
848.jpg,5,1,১,,১,number,100.00
848.jpg,6,0,,,,,
848.jpg,7,0,,,,,
848.jpg,8,0,,,,,
848.jpg,9,5,৫,,৫,number,84.88
848.jpg,ALL,N/A,১,মেট্রো,মেট্রো ১,summary,N/A
2479.jpg,1,41,,,,,
2479.jpg,2,25,,,,,
2479.jpg,3,1,,,,,
2479.jpg,4,1,,,,,
2479.jpg,5,3,,,,,
2479.jpg,6,1,,,,,
2479.jpg,7,4,,,,,
2479.jpg,8,2,,,,,
2479.jpg,ALL,N/A,,,N/A,summary,N/A
1403.jpg,1,59,,ঝালকাঠি,ঝালকাঠি,word,99.41
1403.jpg,2,27,,,,,
1403.jpg,3,2,,,,,
1403.jpg,4,4,,,,,
1403.jpg,5,6,৬,,৬,number,90.85
1403.jpg,6,8,,,,,
1403.jpg,7,0,,,,,
1403.jpg,8,1,৬১,,৬১,number,6.22
1403.jpg,ALL,N/A,৬,ঝালকাঠি,ঝালকাঠি ৬,summary,N/A
644.jpg,1,81,,নীলফামারী,নীলফামারী,word,69.87
644.jpg,2,23,,,,,
644.jpg,3,1,,,,,
644.jpg,4,2,১,,১,number,95.02
644.jpg,5,3,,,,,
644.jpg,6,4,,,,,
644.jpg,7,5,,,,,
644.jpg,8,6,,,,,
644.jpg,ALL,N/A,১,নীলফামারী,নীলফামারী ১,summary,N/A
965.jpg,1,52,,,,,
965.jpg,2,25,,,,,
965.jpg,3,1,,,,,
965.jpg,4,1,,,,,
965.jpg,5,0,,,,,
965.jpg,6,9,,,,,
965.jpg,7,7,,,,,
965.jpg,8,6,,,,,
965.jpg,ALL,N/A,,,N/A,summary,N/A
1025.jpg,1,56,,,,,
1025.jpg,2,25,,,,,
1025.jpg,3,1,১,,১,number,44.80
1025.jpg,4,1,,,,,
1025.jpg,5,1,১,,১,number,39.61
1025.jpg,6,0,,,,,
1025.jpg,7,0,,,,,
1025.jpg,8,8,,,,,
1025.jpg,ALL,N/A,১,,১,summary,N/A
2573.jpg,1,49,,ঢাকা,ঢাকা,word,89.94
2573.jpg,2,10,,মেট্রো,মেট্রো,word,80.33
2573.jpg,3,24,,,,,
2573.jpg,4,1,১,,১,number,100.00
2573.jpg,5,9,,,,,
2573.jpg,6,6,৬,,৬,number,100.00
2573.jpg,7,8,,,,,
2573.jpg,8,2,১,,১,number,99.07
2573.jpg,9,1,১,,১,number,99.99
2573.jpg,ALL,N/A,১,ঢাকা,ঢাকা ১,summary,N/A
425.jpg,1,45,,,,,
425.jpg,2,33,,,,,
425.jpg,3,9,,,,,
425.jpg,4,0,,,,,
425.jpg,5,1,,,,,
425.jpg,6,2,,,,,
425.jpg,7,3,,,,,
425.jpg,8,4,,,,,
425.jpg,ALL,N/A,,,N/A,summary,N/A
2651.jpg,1,73,,,,,
2651.jpg,2,33,,,,,
2651.jpg,3,1,,,,,
2651.jpg,4,2,১,,১,number,98.29
2651.jpg,5,8,,,,,
2651.jpg,6,0,,,,,
2651.jpg,7,5,,,,,
2651.jpg,8,4,০,,০,number,38.82
2651.jpg,ALL,N/A,১,,১,summary,N/A
577.jpg,1,53,,,,,
577.jpg,2,19,,,,,
577.jpg,3,8,,,,,
577.jpg,4,9,,,,,
577.jpg,5,0,,,,,
577.jpg,6,1,,,,,
577.jpg,7,2,,,,,
577.jpg,8,3,,,,,
577.jpg,ALL,N/A,,,N/A,summary,N/A
2124.jpg,1,49,,ঢাকা,ঢাকা,word,74.99
2124.jpg,2,10,,,,,
2124.jpg,3,18,,,,,
2124.jpg,4,4,,,,,
2124.jpg,5,5,৫,,৫,number,90.64
2124.jpg,6,2,২,,২,number,9.72
2124.jpg,7,1,,,,,
2124.jpg,8,9,,,,,
2124.jpg,9,0,,,,,
2124.jpg,ALL,N/A,৫,ঢাকা,ঢাকা ৫,summary,N/A
986.jpg,1,52,,,,,
986.jpg,2,25,,,,,
986.jpg,3,1,,,,,
986.jpg,4,1,,,,,
986.jpg,5,3,,,,,
986.jpg,6,7,,,,,
986.jpg,7,9,,,,,
986.jpg,8,0,,,,,
986.jpg,ALL,N/A,,,N/A,summary,N/A
2184.jpg,1,49,,ঢাকা,ঢাকা,word,81.64
2184.jpg,2,10,,,,,
2184.jpg,3,19,,,,,
2184.jpg,4,1,,,,,
2184.jpg,5,7,৭,,৭,number,41.32
2184.jpg,6,0,,,,,
2184.jpg,7,8,৮,,৮,number,100.00
2184.jpg,8,0,,,,,
2184.jpg,9,2,,,,,
2184.jpg,ALL,N/A,৭,ঢাকা,ঢাকা ৭,summary,N/A
842.jpg,1,39,,বরিশাল,বরিশাল,word,95.53
842.jpg,2,10,,মেট্রো,মেট্রো,word,68.80
842.jpg,3,20,,,,,
842.jpg,4,1,,,,,
842.jpg,5,2,২১,,২১,number,10.53
842.jpg,6,3,,,,,
842.jpg,7,6,৬,,৬,number,100.00
842.jpg,8,4,,,,,
842.jpg,9,9,,,,,
842.jpg,ALL,N/A,২১,বরিশাল,বরিশাল ২১,summary,N/A
1197.jpg,1,69,,,,,
1197.jpg,2,14,,,,,
1197.jpg,3,2,,,,,
1197.jpg,4,4,,,,,
1197.jpg,5,6,,,,,
1197.jpg,6,8,,,,,
1197.jpg,7,0,,,,,
1197.jpg,8,1,,,,,
1197.jpg,ALL,N/A,,,N/A,summary,N/A
2363.jpg,1,49,,ঢাকা,ঢাকা,word,85.21
2363.jpg,2,10,,মেট্রো,মেট্রো,word,84.96
2363.jpg,3,18,,,,,
2363.jpg,4,1,,,,,
2363.jpg,5,7,৭,,৭,number,66.95
2363.jpg,6,1,১,,১,number,50.66
2363.jpg,7,1,১,,১,number,99.98
2363.jpg,8,3,,,,,
2363.jpg,9,3,,,,,
2363.jpg,ALL,N/A,১,ঢাকা,ঢাকা ১,summary,N/A
783.jpg,1,82,,নোয়াখালী,নোয়াখালী,word,89.10
783.jpg,2,25,,,,,
783.jpg,3,1,১,,১,number,100.00
783.jpg,4,1,১,,১,number,99.99
783.jpg,5,1,১,,১,number,99.98
783.jpg,6,0,,,,,
783.jpg,7,8,৮,,৮,number,75.57
783.jpg,8,5,,,,,
783.jpg,ALL,N/A,১,নোয়াখালী,নোয়াখালী ১,summary,N/A
1622.jpg,1,62,,,,,
1622.jpg,2,20,,,,,
1622.jpg,3,1,১,,১,number,100.00
1622.jpg,4,1,১,,১,number,100.00
1622.jpg,5,1,১,,১,number,100.00
1622.jpg,6,3,,,,,
1622.jpg,7,3,৩,,৩,number,98.07
1622.jpg,8,6,৬,,৬,number,99.97
1622.jpg,ALL,N/A,১,,১,summary,N/A
1942.jpg,1,49,,,,,
1942.jpg,2,13,,,,,
1942.jpg,3,5,৫,,৫,number,69.61
1942.jpg,4,1,,,,,
1942.jpg,5,0,,,,,
1942.jpg,6,0,,,,,
1942.jpg,7,3,,,,,
1942.jpg,8,3,,,,,
1942.jpg,ALL,N/A,৫,,৫,summary,N/A
1620.jpg,1,62,,,,,
1620.jpg,2,20,,,,,
1620.jpg,3,1,১,,১,number,96.54
1620.jpg,4,1,১,,১,number,34.59
1620.jpg,5,4,,,,,
1620.jpg,6,4,,,,,
1620.jpg,7,2,,,,,
1620.jpg,8,5,৫,,৫,number,99.45
1620.jpg,ALL,N/A,১,,১,summary,N/A
1911.jpg,1,44,,,,,
1911.jpg,2,10,,মেট্রো,মেট্রো,word,87.73
1911.jpg,3,27,,,,,
1911.jpg,4,1,,,,,
1911.jpg,5,1,,,,,
1911.jpg,6,7,,,,,
1911.jpg,7,6,,,,,
1911.jpg,8,0,,,,,
1911.jpg,9,2,,,,,
1911.jpg,ALL,N/A,,মেট্রো,মেট্রো,summary,N/A
1009.jpg,1,56,,হবিগঞ্জ,হবিগঞ্জ,word,62.00
1009.jpg,2,20,,,,,
1009.jpg,3,1,,,,,
1009.jpg,4,1,,,,,
1009.jpg,5,3,,,,,
1009.jpg,6,3,৩,,৩,number,99.98
1009.jpg,7,3,৩,,৩,number,54.46
1009.jpg,8,2,,,,,
1009.jpg,ALL,N/A,৩,হবিগঞ্জ,হবিগঞ্জ ৩,summary,N/A
1422.jpg,1,69,২১,মাদারীপুর,মাদারীপুর,word,72.78
1422.jpg,2,25,,,,,
1422.jpg,3,1,১,,১,number,99.99
1422.jpg,4,1,১,,১,number,99.95
1422.jpg,5,1,,,,,
1422.jpg,6,3,,,,,
1422.jpg,7,9,,,,,
1422.jpg,8,7,,,,,
1422.jpg,ALL,N/A,১,মাদারীপুর,মাদারীপুর ১,summary,N/A
1015.jpg,1,56,,,,,
1015.jpg,2,20,,,,,
1015.jpg,3,1,১,,১,number,93.85
1015.jpg,4,1,১,,১,number,38.49
1015.jpg,5,1,১১,,১১,number,66.86
1015.jpg,6,7,,,,,
1015.jpg,7,2,,,,,
1015.jpg,8,0,,,,,
1015.jpg,ALL,N/A,১,,১,summary,N/A
990.jpg,1,54,,গাজীপুর,গাজীপুর,word,81.61
990.jpg,2,20,,,,,
990.jpg,3,1,১,,১,number,100.00
990.jpg,4,1,১,,১,number,100.00
990.jpg,5,2,২,,২,number,99.06
990.jpg,6,8,,,,,
990.jpg,7,1,,,,,
990.jpg,8,1,,,,,
990.jpg,ALL,N/A,১,গাজীপুর,গাজীপুর ১,summary,N/A
1711.jpg,1,94,,শেরপুর,শেরপুর,word,99.40
1711.jpg,2,25,,,,,
1711.jpg,3,3,,,,,
1711.jpg,4,4,,,,,
1711.jpg,5,7,,,,,
1711.jpg,6,8,৮,,৮,number,81.71
1711.jpg,7,9,,,,,
1711.jpg,8,0,,,,,
1711.jpg,ALL,N/A,৮,শেরপুর,শেরপুর ৮,summary,N/A
134.jpeg,1,98,,,,,
134.jpeg,2,25,,,,,
134.jpeg,3,1,,,,,
134.jpeg,4,1,,,,,
134.jpeg,5,1,,,,,
134.jpeg,6,8,,,,,
134.jpeg,7,5,,,,,
134.jpeg,8,5,,,,,
134.jpeg,ALL,N/A,,,N/A,summary,N/A
60.jpg,1,49,,ঢাকা,ঢাকা,word,79.08
60.jpg,2,10,,,,,
60.jpg,3,18,,,,,
60.jpg,4,3,,,,,
60.jpg,5,2,,,,,
60.jpg,6,1,,,,,
60.jpg,7,8,,,,,
60.jpg,8,3,,,,,
60.jpg,9,6,,,,,
60.jpg,ALL,N/A,,ঢাকা,ঢাকা,summary,N/A
1893.jpg,1,49,,,,,
1893.jpg,2,10,,মেট্রো,মেট্রো,word,73.59
1893.jpg,3,18,,,,,
1893.jpg,4,3,,,,,
1893.jpg,5,3,,,,,
1893.jpg,6,5,৫,,৫,number,88.36
1893.jpg,7,8,,,,,
1893.jpg,8,0,,,,,
1893.jpg,9,7,৭,,৭,number,98.20
1893.jpg,ALL,N/A,৫,মেট্রো,মেট্রো ৫,summary,N/A
1198.jpg,1,69,,মাদারীপুর,মাদারীপুর,word,87.79
1198.jpg,2,14,,,,,
1198.jpg,3,2,২,,২,number,99.92
1198.jpg,4,3,,,,,
1198.jpg,5,4,,,,,
1198.jpg,6,5,,,,,
1198.jpg,7,6,,,,,
1198.jpg,8,7,,,,,
1198.jpg,ALL,N/A,২,মাদারীপুর,মাদারীপুর ২,summary,N/A
1821.jpg,1,49,,,,,
1821.jpg,2,10,,,,,
1821.jpg,3,20,,,,,
1821.jpg,4,3,,,,,
1821.jpg,5,9,,,,,
1821.jpg,6,5,,,,,
1821.jpg,7,3,,,,,
1821.jpg,8,4,,,,,
1821.jpg,9,3,,,,,
1821.jpg,ALL,N/A,,,N/A,summary,N/A
1436.jpg,1,59,,ঝালকাঠি,ঝালকাঠি,word,99.09
1436.jpg,2,20,,,,,
1436.jpg,3,1,১,,১,number,100.00
1436.jpg,4,1,১,,১,number,100.00
1436.jpg,5,3,,,,,
1436.jpg,6,7,,,,,
1436.jpg,7,8,,,,,
1436.jpg,8,7,,,,,
1436.jpg,ALL,N/A,১,ঝালকাঠি,ঝালকাঠি ১,summary,N/A
1794.jpg,1,49,,ঢাকা,ঢাকা,word,81.21
1794.jpg,2,10,,মেট্রো,মেট্রো,word,80.08
1794.jpg,3,18,,,,,
1794.jpg,4,2,,,,,
1794.jpg,5,5,৫,,৫,number,91.40
1794.jpg,6,6,৬,,৬,number,95.08
1794.jpg,7,6,৬,,৬,number,100.00
1794.jpg,8,3,,,,,
1794.jpg,9,7,৭,,৭,number,54.79
1794.jpg,ALL,N/A,৬,ঢাকা,ঢাকা ৬,summary,N/A
2023.jpg,1,49,,,,,
2023.jpg,2,10,,,,,
2023.jpg,3,18,,,,,
2023.jpg,4,2,,,,,
2023.jpg,5,5,৫,,৫,number,99.54
2023.jpg,6,5,৫,,৫,number,98.68
2023.jpg,7,2,,,,,
2023.jpg,8,0,,,,,
2023.jpg,9,6,,,,,
2023.jpg,ALL,N/A,৫,,৫,summary,N/A
310.jpg,1,49,,ঢাকা,ঢাকা,word,89.65
310.jpg,2,10,,মেট্রো,মেট্রো,word,61.81
310.jpg,3,18,,,,,
310.jpg,4,2,,,,,
310.jpg,5,5,,,,,
310.jpg,6,8,,,,,
310.jpg,7,8,,,,,
310.jpg,8,0,,,,,
310.jpg,9,0,,,,,
310.jpg,ALL,N/A,,ঢাকা,ঢাকা,summary,N/A
2031.jpg,1,49,,,,,
2031.jpg,2,10,,,,,
2031.jpg,3,18,,,,,
2031.jpg,4,1,,,,,
2031.jpg,5,5,,,,,
2031.jpg,6,0,,,,,
2031.jpg,7,1,,,,,
2031.jpg,8,7,৭,,৭,number,92.44
2031.jpg,9,3,,,,,
2031.jpg,ALL,N/A,৭,,৭,summary,N/A
954.jpg,1,98,,,,,
954.jpg,2,20,,,,,
954.jpg,3,1,,,,,
954.jpg,4,3,,,,,
954.jpg,5,5,,,,,
954.jpg,6,7,,,,,
954.jpg,7,6,৬,,৬,number,100.00
954.jpg,8,2,,,,,
954.jpg,ALL,N/A,৬,,৬,summary,N/A
81.jpg,1,49,,,,,
81.jpg,2,10,,,,,
81.jpg,3,31,,,,,
81.jpg,4,1,,,,,
81.jpg,5,8,৩,,৩,number,14.67
81.jpg,6,7,,,,,
81.jpg,7,7,,,,,
81.jpg,8,9,,,,,
81.jpg,9,4,,,,,
81.jpg,ALL,N/A,৩,,৩,summary,N/A
1815.jpg,1,91,,রংপুর,রংপুর,word,98.96
1815.jpg,2,20,,,,,
1815.jpg,3,1,১,,১,number,100.00
1815.jpg,4,4,,,,,
1815.jpg,5,4,,,,,
1815.jpg,6,9,৯,,৯,number,43.92
1815.jpg,7,2,২,,২,number,99.96
1815.jpg,8,4,,,,,
1815.jpg,ALL,N/A,১,রংপুর,রংপুর ১,summary,N/A
1433.jpg,1,71,,মানিকগঞ্জ,মানিকগঞ্জ,word,96.85
1433.jpg,2,25,,,,,
1433.jpg,3,1,,,,,
1433.jpg,4,1,,,,,
1433.jpg,5,0,,,,,
1433.jpg,6,5,,,,,
1433.jpg,7,5,,,,,
1433.jpg,8,5,,,,,
1433.jpg,ALL,N/A,,মানিকগঞ্জ,মানিকগঞ্জ,summary,N/A
2425.jpg,1,49,,ঢাকা,ঢাকা,word,80.19
2425.jpg,2,10,,,,,
2425.jpg,3,19,,,,,
2425.jpg,4,1,,,,,
2425.jpg,5,7,৭,,৭,number,40.02
2425.jpg,6,3,,,,,
2425.jpg,7,2,,,,,
2425.jpg,8,3,,,,,
2425.jpg,9,3,,,,,
2425.jpg,ALL,N/A,৭,ঢাকা,ঢাকা ৭,summary,N/A
511.jpg,1,42,,,,,
511.jpg,2,34,,,,,
511.jpg,3,3,,,,,
511.jpg,4,4,,,,,
511.jpg,5,5,,,,,
511.jpg,6,6,,,,,
511.jpg,7,7,,,,,
511.jpg,8,8,,,,,
511.jpg,ALL,N/A,,,N/A,summary,N/A
200.jpeg,1,79,,নাটোর,নাটোর,word,75.58
200.jpeg,2,20,,,,,
200.jpeg,3,1,,,,,
200.jpeg,4,3,,,,,
200.jpeg,5,2,,,,,
200.jpeg,6,3,,,,,
200.jpeg,7,4,,,,,
200.jpeg,8,6,,,,,
200.jpeg,ALL,N/A,,নাটোর,নাটোর,summary,N/A
2127.jpg,1,49,,,,,
2127.jpg,2,10,,মেট্রো,মেট্রো,word,90.09
2127.jpg,3,19,,,,,
2127.jpg,4,1,,,,,
2127.jpg,5,8,৮,,৮,number,21.22
2127.jpg,6,0,,,,,
2127.jpg,7,7,,,,,
2127.jpg,8,0,,,,,
2127.jpg,9,9,,,,,
2127.jpg,ALL,N/A,৮,মেট্রো,মেট্রো ৮,summary,N/A
1305.jpg,1,78,,নরসিংদী,নরসিংদী,word,86.15
1305.jpg,2,30,,,,,
1305.jpg,3,0,,,,,
1305.jpg,4,1,,,,,
1305.jpg,5,3,,,,,
1305.jpg,6,4,,,,,
1305.jpg,7,5,,,,,
1305.jpg,8,6,৬,,৬,number,100.00
1305.jpg,ALL,N/A,৬,নরসিংদী,নরসিংদী ৬,summary,N/A
2594.jpg,1,81,,নীলফামারী,নীলফামারী,word,65.62
2594.jpg,2,20,,,,,
2594.jpg,3,1,১,,১,number,98.10
2594.jpg,4,1,,,,,
2594.jpg,5,3,,,,,
2594.jpg,6,0,,,,,
2594.jpg,7,0,,,,,
2594.jpg,8,6,,,,,
2594.jpg,ALL,N/A,১,নীলফামারী,নীলফামারী ১,summary,N/A
1995.jpg,1,49,,ঢাকা,ঢাকা,word,87.98
1995.jpg,2,10,,,,,
1995.jpg,3,27,,,,,
1995.jpg,4,1,,,,,
1995.jpg,5,6,,,,,
1995.jpg,6,1,,,,,
1995.jpg,7,3,,,,,
1995.jpg,8,3,,,,,
1995.jpg,9,9,,,,,
1995.jpg,ALL,N/A,,ঢাকা,ঢাকা,summary,N/A
1232.jpg,1,71,,মানিকগঞ্জ,মানিকগঞ্জ,word,88.35
1232.jpg,2,17,,,,,
1232.jpg,3,5,,,,,
1232.jpg,4,6,৬,,৬,number,99.86
1232.jpg,5,7,,,,,
1232.jpg,6,8,,,,,
1232.jpg,7,1,,,,,
1232.jpg,8,0,,,,,
1232.jpg,ALL,N/A,৬,মানিকগঞ্জ,মানিকগঞ্জ ৬,summary,N/A
1596.jpg,1,96,,সুনামগঞ্জ,সুনামগঞ্জ,word,85.85
1596.jpg,2,20,,,,,
1596.jpg,3,1,১,,১,number,99.90
1596.jpg,4,1,১,,১,number,99.91
1596.jpg,ALL,N/A,১,সুনামগঞ্জ,সুনামগঞ্জ ১,summary,N/A
364.jpg,1,49,,,,,
364.jpg,2,10,,,,,
364.jpg,3,12,,,,,
364.jpg,4,9,,,,,
364.jpg,5,7,,,,,
364.jpg,6,1,,,,,
364.jpg,7,1,,,,,
364.jpg,8,1,,,,,
364.jpg,9,1,,,,,
364.jpg,ALL,N/A,,,N/A,summary,N/A
1948.jpg,1,49,,,,,
1948.jpg,2,10,০,,০,number,1.63
1948.jpg,3,31,,,,,
1948.jpg,4,1,,,,,
1948.jpg,5,6,৩,,৩,number,20.87
1948.jpg,6,4,,,,,
1948.jpg,7,1,,,,,
1948.jpg,8,2,,,,,
1948.jpg,9,6,,,,,
1948.jpg,ALL,N/A,০,,০,summary,N/A
1899.jpg,1,49,,ঢাকা,ঢাকা,word,92.55
1899.jpg,2,10,,মেট্রো,মেট্রো,word,70.94
1899.jpg,3,20,,,,,
1899.jpg,4,4,,,,,
1899.jpg,5,3,,,,,
1899.jpg,6,6,,,,,
1899.jpg,7,1,১,,১,number,64.69
1899.jpg,8,4,,,,,
1899.jpg,9,9,৯,,৯,number,25.55
1899.jpg,ALL,N/A,১,ঢাকা,ঢাকা ১,summary,N/A
225.jpg,1,49,,ঢাকা,ঢাকা,word,94.56
225.jpg,2,10,,,,,
225.jpg,3,18,,,,,
225.jpg,4,3,,,,,
225.jpg,5,3,৩,,৩,number,99.99
225.jpg,6,3,,,,,
225.jpg,7,7,,,,,
225.jpg,8,2,,,,,
225.jpg,9,2,,,,,
225.jpg,ALL,N/A,৩,ঢাকা,ঢাকা ৩,summary,N/A
2106.jpg,1,49,,,,,
2106.jpg,2,10,,,,,
2106.jpg,3,18,,,,,
2106.jpg,4,3,,,,,
2106.jpg,5,1,১,,১,number,99.96
2106.jpg,6,0,,,,,
2106.jpg,7,0,,,,,
2106.jpg,8,8,৮,,৮,number,99.99
2106.jpg,9,0,,,,,
2106.jpg,ALL,N/A,১,,১,summary,N/A
487.jpg,1,48,,কুমিল্লা,কুমিল্লা,word,79.42
487.jpg,2,13,,,,,
487.jpg,3,2,,,,,
487.jpg,4,4,,,,,
487.jpg,5,6,৬,,৬,number,99.73
487.jpg,6,8,৮,,৮,number,21.54
487.jpg,7,0,,,,,
487.jpg,8,1,৩,,৩,number,0.95
487.jpg,ALL,N/A,৬,কুমিল্লা,কুমিল্লা ৬,summary,N/A
818.jpg,1,85,,পটুয়াখালী,পটুয়াখালী,word,83.25
818.jpg,2,20,,,,,
818.jpg,3,1,,,,,
818.jpg,4,1,১,,১,number,99.92
818.jpg,5,4,,,,,
818.jpg,6,7,,,,,
818.jpg,7,5,,,,,
818.jpg,8,0,,,,,
818.jpg,ALL,N/A,১,পটুয়াখালী,পটুয়াখালী ১,summary,N/A
2148.jpg,1,49,,ঢাকা,ঢাকা,word,98.64
2148.jpg,2,10,,মেট্রো,মেট্রো,word,94.72
2148.jpg,3,18,,,,,
2148.jpg,4,3,,,,,
2148.jpg,5,7,,,,,
2148.jpg,6,5,৫,,৫,number,99.91
2148.jpg,7,3,,,,,
2148.jpg,8,5,৫,,৫,number,100.00
2148.jpg,9,5,,,,,
2148.jpg,ALL,N/A,৫,ঢাকা,ঢাকা ৫,summary,N/A
866.jpg,1,87,,,,,
866.jpg,2,10,,মেট্রো,মেট্রো,word,83.98
866.jpg,3,25,,,,,
866.jpg,4,1,১,,১,number,99.99
866.jpg,5,1,১,,১,number,41.31
866.jpg,6,5,৫,,৫,number,53.59
866.jpg,7,6,৬,,৬,number,39.34
866.jpg,8,9,,,,,
866.jpg,9,2,২,,২,number,98.46
866.jpg,ALL,N/A,১,মেট্রো,মেট্রো ১,summary,N/A
896.jpg,1,91,,রংপুর,রংপুর,word,69.72
896.jpg,2,25,,,,,
896.jpg,3,1,,,,,
896.jpg,4,1,১,,১,number,66.92
896.jpg,5,1,১,,১,number,99.88
896.jpg,6,1,১,,১,number,61.08
896.jpg,7,5,৫,,৫,number,89.21
896.jpg,8,0,,,,,
896.jpg,ALL,N/A,১,রংপুর,রংপুর ১,summary,N/A
1276.jpg,1,74,,ময়মনসিংহ,ময়মনসিংহ,word,93.79
1276.jpg,2,34,,,,,
1276.jpg,3,5,,,,,
1276.jpg,4,6,৬,,৬,number,99.78
1276.jpg,5,7,,,,,
1276.jpg,6,8,,,,,
1276.jpg,7,1,,,,,
1276.jpg,8,0,,,,,
1276.jpg,ALL,N/A,৬,ময়মনসিংহ,ময়মনসিংহ ৬,summary,N/A
788.jpg,1,39,,বরিশাল,বরিশাল,word,97.42
788.jpg,2,10,,মেট্রো,মেট্রো,word,91.06
788.jpg,3,25,,,,,
788.jpg,4,1,,,,,
788.jpg,5,1,,,,,
788.jpg,6,1,,,,,
788.jpg,7,1,১,,১,number,89.52
788.jpg,8,1,,,,,
788.jpg,9,8,৮,,৮,number,99.04
788.jpg,ALL,N/A,১,বরিশাল,বরিশাল ১,summary,N/A
1722.jpg,1,95,,সিরাজগঞ্জ,সিরাজগঞ্জ,word,92.84
1722.jpg,2,22,,,,,
1722.jpg,3,9,,,,,
1722.jpg,4,1,,,,,
1722.jpg,5,1,,,,,
1722.jpg,6,0,,,,,
1722.jpg,7,2,,,,,
1722.jpg,8,9,,,,,
1722.jpg,ALL,N/A,,সিরাজগঞ্জ,সিরাজগঞ্জ,summary,N/A
274.jpg,1,44,,,,,
274.jpg,2,10,,মেট্রো,মেট্রো,word,82.54
274.jpg,3,12,,,,,
274.jpg,4,0,,,,,
274.jpg,5,2,,,,,
274.jpg,6,1,,,,,
274.jpg,7,2,,,,,
274.jpg,8,5,,,,,
274.jpg,9,7,,,,,
274.jpg,ALL,N/A,,মেট্রো,মেট্রো,summary,N/A
661.jpg,1,43,,,,,
